Bezirk,Ortsteil,Straße,Str. Anfang,Str. Ende,Ortsbeschreibung,Stadt,lat,lon
Neukölln,Neukölln,Thiemannstr.,Sonnenallee,Stuttgarter Str.,E. Sonnenallee,Berlin,52.4761312,13.4495745
Neukölln,Neukölln,Thiemannstr.,Weserstr.,Weigandufer,E. Weserstr.,Berlin,52.4761312,13.4495745
Neukölln,Neukölln,Treptower Str.,Stuttgarter Str.,Sonnenallee,Nr. 96 (Taxi),Berlin,52.4819287,13.4531785
Neukölln,Neukölln,Treptower Str.,Weserstr.,Stuttgarter Str.,Nr. 92 E. Stuttgarter Str.,Berlin,52.4819287,13.4531785
Neukölln,Neukölln,Treptower Str.,Stuttgarter Str.,Weserstr.,Nr. 10 E. Stuttgarter Str.,Berlin,52.4819287,13.4531785
Neukölln,Neukölln,Treptower Str.,Stuttgarter Str.,Weserstr.,E. Weserstr.,Berlin,52.4819287,13.4531785
Neukölln,Neukölln,Treptower Str.,Werrastr.,Weserstr.,geg. Nr. 18 E. Werrastr.,Berlin,52.4819287,13.4531785
Neukölln,Neukölln,Treptower Str.,Werrastr.,Weserstr.,Nr. 86 E. Weserstr.,Berlin,52.4819287,13.4531785
Neukölln,Neukölln,Uthmannstr.,Karl-Marx-Str.,Richardstr.,Nr. 19,Berlin,52.475608,13.4420925
Neukölln,Neukölln,Uthmannstr.,Karl-Marx-Str.,Richardstr.,E. Karl-Marx-Str.,Berlin,52.475608,13.4420925
Neukölln,Neukölln,Weigandufer,Truseweg,Roseggerstr.,E. Truseweg,Berlin,52.482143,13.4492979
Neukölln,Neukölln,Weigandufer,Ulsterstr.,Treptower Str.,Nr. 32 E.Ulsterstr.,Berlin,52.482143,13.4492979
Neukölln,Neukölln,Weigandufer,Truseweg,Innstr.,geg. Nr. 17 E. Innstr.,Berlin,52.482143,13.4492979
Neukölln,Neukölln,Weigandufer,Roseggerstr.,Truseweg,geg. Nr. 24 Grünanlage,Berlin,52.482143,13.4492979
Neukölln,Neukölln,Weigandufer,Roseggerstr.,Truseweg,geg. Nr. 24 Grünanlage,Berlin,52.482143,13.4492979
Neukölln,Neukölln,Weigandufer,Ulsterstr.,Roseggerstr.,geg. Nr. 27,Berlin,52.482143,13.4492979
Neukölln,Neukölln,Weigandufer,Treptower Brücke,Ulsterstr.,geg. Nr. 32,Berlin,52.482143,13.4492979
Neukölln,Neukölln,Weigandufer,Thiemannstr.,Teupitzer Brücke,Nr. 45,Berlin,52.482143,13.4492979
Neukölln,Neukölln,Weigandufer,Thiemannstr.,Teupitzer Brücke,Nr. 48 / 49,Berlin,52.482143,13.4492979
Neukölln,Neukölln,Weigandufer,Treptower Str.,Thiemannstr.,Nr. 36 E. Treptower Str.,Berlin,52.482143,13.4492979
Neukölln,Neukölln,Werrastr.,Roseggerstr.,Truseweg,E. Truseweg,Berlin,52.4800237,13.4508185
Neukölln,Neukölln,Werrastr.,Ulsterstr.,Roseggerstr.,E. Roseneggerstr. (Nr. 46a),Berlin,52.4800237,13.4508185
Neukölln,Neukölln,Werrastr.,Ulsterstr.,Roseggerstr.,Nr. 42,Berlin,52.4800237,13.4508185
Neukölln,Neukölln,Weserstr.,Roseggerstr.,Innstr.,E. Roseggerstr. (Nr. 152),Berlin,52.4879127,13.4302134
Neukölln,Neukölln,Weserstr.,Ederstr.,Thiemannstr.,E. Ederstr.,Berlin,52.4879127,13.4302134
Neukölln,Neukölln,Wilhelm-Busch-Str.,Wörnitzweg,Treptower Str.,geg.Nr. 12,Berlin,52.4778203,13.4451337
Neukölln,Neukölln,Wipperstr.,Braunschweiger Str.,Schöneweider Str.,Nr. 9 E. Schöneweider Str.,Berlin,52.4701506,13.4431967
Neukölln,Neukölln,Wipperstr.,Kirchhofstr.,Schöneweider Str.,Nr. 14 E. Kirchhofstr.,Berlin,52.4701506,13.4431967
Neukölln,Neukölln,Wörnitzweg,Donaustr.,Wilhelm-Busch-Str.,geg. Nr. 6,Berlin,52.4772732,13.4453187
Neukölln,Neukölln,Zwiestädter Str.,Richardplatz,Böhmische Str.,Nr. 10,Berlin,52.4739964,13.4470221
Neukölln,Neukölln,Zwiestädter Str.,Richardplatz,Böhmische Str.,Nr. 4,Berlin,52.4739964,13.4470221
Neukölln,Neukölln,Altenbraker Str.,Thomasstr.,Jonasstr.,E.Thomasstr. (Nr.2),Berlin,52.4702117,13.432387
Neukölln,Neukölln,Altenbraker Str.,Thomasstr.,Jonasstr.,E. Jonasstr. (Nr.10),Berlin,52.4702117,13.432387
Neukölln,Neukölln,Altenbraker Str.,Nogatstr.,Schierker Str.,E.Schierker Str. (Nr.21),Berlin,52.4702117,13.432387
Neukölln,Neukölln,Altenbraker Str.,Emser Str.,Siegfriedstr.,E. Siegfriedstr.,Berlin,52.4702117,13.432387
Neukölln,Neukölln,Boddinstr.,Isarstr.,Karl-Marx-Str.,Nr. 60,Berlin,52.4798568,13.4290187
Neukölln,Neukölln,Boddinstr.,Isarstr.,Karl-Marx-Str.,E  Isarstr.,Berlin,52.4798568,13.4290187
Neukölln,Neukölln,Boddinstr.,Isarstr.,Karl-Marx-Str.,Nr.: 64,Berlin,52.4798568,13.4290187
Neukölln,Neukölln,Boddinstr.,Karl-Marx-Str.,Isarstr.,Nr. 1-2,Berlin,52.4798568,13.4290187
Neukölln,Neukölln,Boddinstr.,Boddinstr.,Reuterstr.,Nr. 48,Berlin,52.4798568,13.4290187
Neukölln,Neukölln,Boddinstr.,Reuterstr.,Isarstr.,Nr. 57a E. Isarstr.,Berlin,52.4798568,13.4290187
Neukölln,Neukölln,Boddinstr.,Reuterstr.,Isarstr.,Nr. 55 (Schule),Berlin,52.4798568,13.4290187
Neukölln,Neukölln,Boddinstr.,Reuterstr.,Boddinstr.,geg. E. Reuterstr.,Berlin,52.4798568,13.4290187
Neukölln,Neukölln,Boddinstr.,Mainzer Str.,Boddinstr.,E. Mainzer Str.,Berlin,52.4798568,13.4290187
Neukölln,Neukölln,Boddinstr.,Mainzer Str.,Boddinstr.,Platzfläche,Berlin,52.4798568,13.4290187
Neukölln,Neukölln,Boddinstr.,Mainzer Str.,Boddinstr.,Platzfläche,Berlin,52.4798568,13.4290187
Neukölln,Neukölln,Boddinstr.,Mainzer Str.,Boddinstr.,Platzfläche,Berlin,52.4798568,13.4290187
Neukölln,Neukölln,Boddinstr.,Mainzer Str.,Hermannstr.,Nr. 23 E. Mainzer Str.,Berlin,52.4798568,13.4290187
Neukölln,Neukölln,Bornsdorfer Str.,Kienitzer Str.,Briesestr.,Nr. 5 E.Kienitzer Str.,Berlin,52.4776099,13.4364703
Neukölln,Neukölln,Bornsdorfer Str.,Kienitzer Str.,Briesestr.,Nr. 1 E. Briesestr.,Berlin,52.4776099,13.4364703
Neukölln,Neukölln,Braunschweiger Str.,Richardstr.,Zeitzer Str.,Nr. 56 E. Richardstr.,Berlin,52.473807,13.4537525
Neukölln,Neukölln,Braunschweiger Str.,Unstrutstr.,Elsterstr.,Nr. 41 E. Unstrutstr.,Berlin,52.473807,13.4537525
Neukölln,Neukölln,Braunschweiger Str.,Unstrutstr.,Elsterstr.,Nr. 35 E. Elsterstr.,Berlin,52.473807,13.4537525
Neukölln,Neukölln,Braunschweiger Str.,Wipperstr.,Zeitzer Str.,Nr. 59,Berlin,52.473807,13.4537525
Neukölln,Neukölln,Braunschweiger Str.,Elsterstr.,Kanner Str.,Nr. 42,Berlin,52.473807,13.4537525
Neukölln,Neukölln,Braunschweiger Str.,Elsterstr.,Kanner Str.,Nr. 44  an den Bänken,Berlin,52.473807,13.4537525
Neukölln,Neukölln,Braunschweiger Str.,Niemetzstr.,Elsterstr.,Nr. 28,Berlin,52.473807,13.4537525
Neukölln,Neukölln,Braunschweiger Str.,Wipperstr.,Karl-Marx-Str.,Nr. 78 E. Wipperstr.,Berlin,52.473807,13.4537525
Neukölln,Neukölln,Braunschweiger Str.,Wipperstr.,Karl-Marx-Str.,Nr. 84 E. Karl-Marx-Str.,Berlin,52.473807,13.4537525
Neukölln,Neukölln,Briesestr.,Morusstr.,Bornsdorfer Str.,E. Morusstr.,Berlin,52.4782695,13.4378687
Neukölln,Neukölln,Emser Str.,Karl-Marx-Str.,Kirsten-Heisig-Platz,Nr.  9 E. Kirchhofstr.,Berlin,52.4683747,13.4299995
Neukölln,Neukölln,Emser Str.,Selkestr.,Ilsestr.,Nr. 16 E. Selkestr.,Berlin,52.4683747,13.4299995
Neukölln,Neukölln,Emser Str.,Ilsestr.,Altenbraker Str.,Nr. 21 E.Ilsestr.,Berlin,52.4683747,13.4299995
Neukölln,Neukölln,Emser Str.,Ilsestr.,Altenbraker Str.,Nr. 24 (Bus-Hst.),Berlin,52.4683747,13.4299995
Neukölln,Neukölln,Emser Str.,Altenbraker Str.,Hermannstr.,geg. Nr. 112,Berlin,52.4683747,13.4299995
Neukölln,Neukölln,Emser Str.,Hermannstr.,Altenbraker Str.,Nr. 112 E. Altenbraker Str.,Berlin,52.4683747,13.4299995
Neukölln,Neukölln,Emser Str.,Altenbraker Str.,Ilsestr.,Nr. 122 E. Ilsestr.,Berlin,52.4683747,13.4299995
Neukölln,Neukölln,Emser Str.,Kirsten-Heisig-Platz,Karl-Marx-Str.,Nr. 138 (Bus),Berlin,52.4683747,13.4299995
Neukölln,Neukölln,Emser Str.,Kirsten-Heisig-Platz,Kirchhofstr.,geg. Nr. 12,Berlin,52.4683747,13.4299995
Neukölln,Neukölln,Ilsestr.,Ilsenhof,Jonasstr.,Nr. 9A E. Jonasstr.,Berlin,52.468819,13.435778
Neukölln,Neukölln,Ilsestr.,Emser Str.,Siegfriedstr.,Nr. 27,Berlin,52.468819,13.435778
Neukölln,Neukölln,Jonasstr.,Altenbraker Str.,Hermannstr.,Nr. 34,Berlin,52.4723262,13.4406811
Neukölln,Neukölln,Jonasstr.,Selkestr.,Ilsestr.,Nr. 17,Berlin,52.4723262,13.4406811
Neukölln,Neukölln,Jonasstr.,Selkestr.,Ilsestr.,Nr. 15 (Schule),Berlin,52.4723262,13.4406811
Neukölln,Neukölln,Jonasstr.,Hermannstr.,Altenbraker Str.,Nr. 36 E. Hermannstr.,Berlin,52.4723262,13.4406811
Neukölln,Neukölln,Jonasstr.,Altenbraker Str.,Ilsestr.,Nr.52 E. Ilsestr.,Berlin,52.4723262,13.4406811
Neukölln,Neukölln,Jonasstr.,Wittmannsdorfer Str.,Karl-Marx-Str.,Nr. 63,Berlin,52.4723262,13.4406811
Neukölln,Neukölln,Kienitzer Str.,Karl-Marx-Str.,Bornsdorfer Str.,Nr. 12 E. Bornsdorfer Str.,Berlin,52.475935,13.4252901
Neukölln,Neukölln,Kirchhofstr.,Nogatstr.,Schierker Str.,Nr. 33-34,Berlin,52.4688208,13.4379975
Neukölln,Neukölln,Kirchhofstr.,Schierker Str.,Nogatstr.,geg. Nr. 34 E. Schierker Str.,Berlin,52.4688208,13.4379975
Neukölln,Neukölln,Kirchhofstr.,Nogatstr.,Emser Str.,o.Nr. E. Nogatstr.,Berlin,52.4688208,13.4379975
Neukölln,Neukölln,Kopfstr.,Neuwedeller Str.,Morusstr.,Nr. 56 E. Neuwedelerstr.  (v. der Schule),Berlin,52.4755381,13.4272109
Neukölln,Neukölln,Lahnstr.,Naumburger Str.,Karl-Marx-Str.,Nr. 96,Berlin,52.4691228,13.453985
Neukölln,Neukölln,Lahnstr.,Naumburger Str.,Karl-Marx-Str.,Nr. 98  (am U-Bahneingang),Berlin,52.4691228,13.453985
Neukölln,Neukölln,Lahnstr.,Mittelbuschweg,Naumburger Str.,Nr. 52,Berlin,52.4691228,13.453985
Neukölln,Neukölln,Lahnstr.,Neuköllnische Brücke,Niemetzstr.,Nr. 2-6 (Bus-Hst.),Berlin,52.4691228,13.453985
Neukölln,Neukölln,Lahnstr.,Niemetzstr.,Neuköllnische Brücke,geg. Nr. 2 - 6 (Bus-Hst.),Berlin,52.4691228,13.453985
Neukölln,Neukölln,Lahnstr.,Karl-Marx-Str.,Naumburger Str.,Nr. 91,Berlin,52.4691228,13.453985
Neukölln,Neukölln,Lahnstr.,Karl-Marx-Str.,Naumburger Str.,E. Naumburger Str.,Berlin,52.4691228,13.453985
Neukölln,Neukölln,Lahnstr.,Naumburger Str.,Mittelbuschweg,geg. Nr. 52 BVG,Berlin,52.4691228,13.453985
Neukölln,Neukölln,Lahnstr.,Mierstr.,Lahnstr.,geg. Mierstr.,Berlin,52.4691228,13.453985
Neukölln,Neukölln,Mainzer Str.,Boddinstr.,Boddinstr.,E. Boddinstr.,Berlin,52.4832066,13.4274091
Neukölln,Neukölln,Mittelweg,Mittelweg,Bornsdorfer Str.,Nr. 2  Laterne vor Grünfläche,Berlin,52.4744527,13.4352273
Neukölln,Neukölln,Mittelweg,Bornsdorfer Str.,Thomasstr.,E. Thomasstr.,Berlin,52.4744527,13.4352273
Neukölln,Neukölln,Mittelweg,Neuwedeller Str.,Morusstr.,Nr. 10A,Berlin,52.4744527,13.4352273
Neukölln,Neukölln,Morusstr.,Kopfstr.,Mittelweg,Nr. 32-40 (Schule),Berlin,52.4763715,13.4333873
Neukölln,Neukölln,Morusstr.,Kopfstr.,Mittelweg,Nr. 32-40 (Schule),Berlin,52.4763715,13.4333873
Neukölln,Neukölln,Morusstr.,Mittelweg,"4,90110001080011E+017",E. Mittelweg,Berlin,52.4763715,13.4333873
Neukölln,Neukölln,Morusstr.,"4,90110001080011E+017",Kienitzer Str.,E. Kienitzer Str.,Berlin,52.4763715,13.4333873
Neukölln,Neukölln,Neckarstr.,Karl-Marx-Str.,Isarstr.,Nr. 2,Berlin,52.4802489,13.4341147
Neukölln,Neukölln,Neckarstr.,Karl-Marx-Str.,Isarstr.,E. Isarstr.,Berlin,52.4802489,13.4341147
Neukölln,Neukölln,Neckarstr.,Isarstr.,Karl-Marx-Str.,geg. Nr. 12,Berlin,52.4802489,13.4341147
Neukölln,Neukölln,Neckarstr.,Isarstr.,Karl-Marx-Str.,Nr. 19,Berlin,52.4802489,13.4341147
Neukölln,Neukölln,Nogatstr.,Selkestr.,Schierker Platz,Nr. 50-51 geg. Schierker Platz,Berlin,52.4692369,13.4313503
Neukölln,Neukölln,Nogatstr.,Selkestr.,Ilsestr.,E. Schierker Platz,Berlin,52.4692369,13.4313503
Neukölln,Neukölln,Nogatstr.,Altenbraker Str.,Ilsestr.,Nr. 43 E. Ilsestr.,Berlin,52.4692369,13.4313503
Neukölln,Neukölln,Nogatstr.,Altenbraker Str.,Hermannstr.,Nr. 21 E. Altenbraker Str.,Berlin,52.4692369,13.4313503
Neukölln,Neukölln,Nogatstr.,Hermannstr.,Altenbraker Str.,E. Altenbrakerr Str.,Berlin,52.4692369,13.4313503
Neukölln,Neukölln,Rollbergstr.,Karl-Marx-Str.,Hans-Schiftan-Str.,geg. Nr. 1 E. Karl-Marx-Str.,Berlin,52.4783648,13.4274277
Neukölln,Neukölln,Rollbergstr.,Karl-Marx-Str.,Hans-Schiftan-Str.,geg. Nr. 5,Berlin,52.4783648,13.4274277
Neukölln,Neukölln,Rollbergstr.,Hans-Schiftan-Str.,"4,90110001080011E+017",Nr. 26,Berlin,52.4783648,13.4274277
Neukölln,Neukölln,Rollbergstr.,"4,90110001080011E+017",Hans-Schiftan-Str.,Nr. 21  E. Hans-Schiftan-Str.,Berlin,52.4783648,13.4274277
Neukölln,Neukölln,Rollbergstr.,"4,90110001080011E+017",Hans-Schiftan-Str.,Nr. 29 / E. Morusstr.,Berlin,52.4783648,13.4274277
Neukölln,Neukölln,Saalestr.,Niemetzstr.,Elsterstr.,Nr. 25 E. Elsterstr.,Berlin,52.4712776,13.4527692
Neukölln,Neukölln,Saalestr.,Niemetzstr.,Elsterstr.,Nr. 29 (Bus- Hst),Berlin,52.4712776,13.4527692
Neukölln,Neukölln,Saalestr.,Unstrutstr.,Zeitzer Str.,E. Zeitzer Str.,Berlin,52.4712776,13.4527692
Neukölln,Neukölln,Saalestr.,Karl-Marx-Str.,Wipperstr.,Nr. 82-83,Berlin,52.4712776,13.4527692
Neukölln,Neukölln,Saalestr.,Wipperstr.,Zeitzer Str.,geg. Zeitzer Str. (Bus-Hst.),Berlin,52.4712776,13.4527692
Neukölln,Neukölln,Saalestr.,Wipperstr.,Zeitzer Str.,Nr. 76,Berlin,52.4712776,13.4527692
Neukölln,Neukölln,Saalestr.,Wipperstr.,Karl-Marx-Str.,E. Wipperstr.,Berlin,52.4712776,13.4527692
Neukölln,Neukölln,Saalestr.,Wipperstr.,Karl-Marx-Str.,geg. Nr. 82,Berlin,52.4712776,13.4527692
Neukölln,Neukölln,Saltykowstr.,Karl-Marx-Str.,Bornsdorfer Str.,E. Bornsdorfer Str. (Kita),Berlin,52.4765831,13.4383516
Neukölln,Neukölln,Saltykowstr.,Bornsdorfer Str.,Karl-Marx-Str.,geg. Nr. 8,Berlin,52.4765831,13.4383516
Neukölln,Neukölln,Schierker Str.,Altenbraker Str.,Hermannstr.,Nr. 28,Berlin,52.4711969,13.4412049
Neukölln,Neukölln,Schierker Str.,Wittmannsdorfer Str.,Rübelandstr.,E. Wittmannsdorfer Str.,Berlin,52.4711969,13.4412049
Neukölln,Neukölln,Schierker Str.,Karl-Marx-Str.,Kirchhofstr.,E. Karl-Marx-Str.,Berlin,52.4711969,13.4412049
Neukölln,Neukölln,Schierker Str.,Rübelandstr.,Wittmannsdorfer Str.,E. Rübelandstr.,Berlin,52.4711969,13.4412049
Neukölln,Neukölln,Schierker Str.,Schierker Platz,Rübelandstr.,E. Rübelandstr.,Berlin,52.4711969,13.4412049
Neukölln,Neukölln,Schierker Str.,Ilsestr.,Selkestr.,geg. Nr. 11 E. Ilsestr.,Berlin,52.4711969,13.4412049
Neukölln,Neukölln,Schierker Str.,Ilsestr.,Selkestr.,E. Selkestr.,Berlin,52.4711969,13.4412049
Neukölln,Neukölln,Schierker Str.,Ilsestr.,Selkestr.,Nr. 11 E. Ilsestr.,Berlin,52.4711969,13.4412049
Neukölln,Neukölln,Schierker Str.,Ilsestr.,Selkestr.,E. Selkestr. am Laternenpfahl,Berlin,52.4711969,13.4412049
Neukölln,Neukölln,Schierker Str.,Hermannstr.,Altenbraker Str.,Nr. 35 E. Altenbraker Str.,Berlin,52.4711969,13.4412049
Neukölln,Neukölln,Schierker Str.,Selkestr.,Schierker Platz,Baum Nr. 79,Berlin,52.4711969,13.4412049
Neukölln,Neukölln,Selkestr.,Thomasstr.,Jonasstr.,geg. Nr. 20A E. Jonasstr.,Berlin,52.4719672,13.4365233
Neukölln,Neukölln,Selkestr.,Jonasstr.,Thomasstr.,geg. Nr. 17 E. Thomasstr.,Berlin,52.4719672,13.4365233
Neukölln,Neukölln,Selkestr.,Schierker Str.,Nogatstr.,E. Schierker Str.,Berlin,52.4719672,13.4365233
Neukölln,Neukölln,Siegfriedstr.,Altenbraker Str.,Hermannstr.,Nr. 22 (Taxistand),Berlin,52.4687923,13.4378743
Neukölln,Neukölln,Siegfriedstr.,Altenbraker Str.,Hermannstr.,E. Hermannstr.,Berlin,52.4687923,13.4378743
Neukölln,Neukölln,Siegfriedstr.,Altenbraker Str.,Hermannstr.,Ecke Altenbraker Str.,Berlin,52.4687923,13.4378743
Neukölln,Neukölln,Siegfriedstr.,Kirchhofstr.,Ilsestr.,Nr.  1,Berlin,52.4687923,13.4378743
Neukölln,Neukölln,Siegfriedstr.,Hertabrücke,Kirchhofstr.,geg. Nr. 6 E. Hertabrücke,Berlin,52.4687923,13.4378743
Neukölln,Neukölln,Siegfriedstr.,Hermannbrücke,Altenbraker Str.,geg. Nr. 23,Berlin,52.4687923,13.4378743
Neukölln,Neukölln,Siegfriedstr.,Altenbraker Str.,Hertabrücke,geg. Nr. 12,Berlin,52.4687923,13.4378743
Neukölln,Neukölln,Silbersteinstr.,Hertastr.,Hermannstr.,Nr. 40,Berlin,52.4654397,13.4235203
Neukölln,Neukölln,Silbersteinstr.,Bruno-Bauer-Str.,Bendastr.,Nr. 36 E. Bendastr.,Berlin,52.4654397,13.4235203
Neukölln,Neukölln,Silbersteinstr.,Karl-Marx-Str.,Walterstr.,Nr. 4,Berlin,52.4654397,13.4235203
Neukölln,Neukölln,Silbersteinstr.,Walterstr.,Karl-Marx-Str.,Nr. 3 (Bus-Hst.),Berlin,52.4654397,13.4235203
Neukölln,Neukölln,Silbersteinstr.,Walterstr.,Karl-Marx-Str.,E. Walterstr.,Berlin,52.4654397,13.4235203
Neukölln,Neukölln,Silbersteinstr.,Bruno-Bauer-Str.,Walterstr.,Nr. 23 E. Bruno-Bauer-Str.,Berlin,52.4654397,13.4235203
Neukölln,Neukölln,Silbersteinstr.,Bendastr.,Bruno-Bauer-Str.,Nr. 35,Berlin,52.4654397,13.4235203
Neukölln,Neukölln,Silbersteinstr.,Bendastr.,Bruno-Bauer-Str.,Nr. 34,Berlin,52.4654397,13.4235203
Neukölln,Neukölln,Silbersteinstr.,Hermannstr.,Hertastr.,Nr. 61,Berlin,52.4654397,13.4235203
Neukölln,Neukölln,Silbersteinstr.,Hermannstr.,Hertastr.,Nr. 63,Berlin,52.4654397,13.4235203
Neukölln,Neukölln,Silbersteinstr.,Hermannstr.,Hertastr.,"Nr. 59 am ""Burger King""",Berlin,52.4654397,13.4235203
Neukölln,Neukölln,Thomasstr.,Rübelandstr.,Mittelweg,Nr. 21 E. Rübelandstr.,Berlin,52.4736918,13.4397075
Neukölln,Neukölln,Thomasstr.,Selkestr.,Ilsestr.,geg. Nr. 43,Berlin,52.4736918,13.4397075
Neukölln,Neukölln,Thomasstr.,Ilsestr.,Altenbraker Str.,geg. Nr. 49,Berlin,52.4736918,13.4397075
Neukölln,Neukölln,Thomasstr.,Altenbraker Str.,Hermannstr.,geg. Nr. 65,Berlin,52.4736918,13.4397075
Neukölln,Neukölln,Thomasstr.,Altenbraker Str.,Hermannstr.,geg. Nr. 71,Berlin,52.4736918,13.4397075
Neukölln,Neukölln,Thomasstr.,Altenbraker Str.,Hermannstr.,E. Hermannstr.,Berlin,52.4736918,13.4397075
Neukölln,Neukölln,Thomasstr.,Ilsestr.,Selkestr.,Nr. 37 E. Selkestr.,Berlin,52.4736918,13.4397075
Neukölln,Neukölln,Thomasstr.,Ilsestr.,Selkestr.,Nr. 39 (Schule),Berlin,52.4736918,13.4397075
Neukölln,Neukölln,Werbellinstr.,Falkstr.,Hermannstr.,Nr. 84,Berlin,52.4783497,13.4327358
Neukölln,Neukölln,Werbellinstr.,Hans-Schiftan-Str.,Karl-Marx-Str.,Nr. 9,Berlin,52.4783497,13.4327358
Neukölln,Neukölln,Werbellinstr.,Hermannstr.,Falkstr.,Nr. 83,Berlin,52.4783497,13.4327358
Neukölln,Neukölln,Werbellinstr.,Rollbergstr.,Mainzer Str.,Nr. 50 (Rewe-Markt),Berlin,52.4783497,13.4327358
Neukölln,Neukölln,Werbellinstr.,"4,90110001080011E+017",Rollbergstr.,Nr. 42,Berlin,52.4783497,13.4327358
Neukölln,Neukölln,Werbellinstr.,Falkstr.,Rollbergstr.,Nr. 41 E. Morusstr.,Berlin,52.4783497,13.4327358
Neukölln,Neukölln,Werbellinstr.,Karl-Marx-Str.,Hans-Schiftan-Str.,Nr. 2   E. Karl-Marx-Str.,Berlin,52.4783497,13.4327358
Neukölln,Neukölln,Erkstr.,Donaustr.,Sonnenallee,Nr. 14,Berlin,52.4812105,13.4375314
Neukölln,Neukölln,Erkstr.,Donaustr.,Sonnenallee,E. Donaustr.,Berlin,52.4812105,13.4375314
Neukölln,Neukölln,Erkstr.,Donaustr.,Sonnenallee,E. Donaustr.,Berlin,52.4812105,13.4375314
Neukölln,Neukölln,Erkstr.,Donaustr.,Sonnenallee,E. Donaustr.,Berlin,52.4812105,13.4375314
Neukölln,Neukölln,Erkstr.,Karl-Marx-Str.,Donaustr.,Nr. 1,Berlin,52.4812105,13.4375314
Neukölln,Neukölln,Erkstr.,Donaustr.,Karl-Marx-Str.,ggü. Nr. 4,Berlin,52.4812105,13.4375314
Neukölln,Neukölln,Fuldastr.,Sonnenallee,Donaustr.,E. Donaustr.,Berlin,52.4832459,13.4351685
Neukölln,Neukölln,Fuldastr.,Karl-Marx-Str.,Donaustr.,E. Donaustr.,Berlin,52.4832459,13.4351685
Neukölln,Neukölln,Hermannplatz,Karl-Marx-Str.,Sonnenallee,Nr. 9 E. Sonnenallee,Berlin,52.48708935,13.424802333126895
Neukölln,Neukölln,Hermannplatz,Karl-Marx-Str.,Sonnenallee,Nr. 3 E. Karl-Marx-str.,Berlin,52.48708935,13.424802333126895
Neukölln,Neukölln,Hermannplatz,Karl-Marx-Str.,Sonnenallee,Marktinnenfläche,Berlin,52.48708935,13.424802333126895
Neukölln,Neukölln,Hermannstr.,Rollbergstr.,Selchower Str.,Nr. 217-219 Woolworth,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Selchower Str.,Boddinstr.,Nr. 221,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Werbellinstr.,Rollbergstr.,Nr. 211 E. Werbellinstr.,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Leykestr.,Allerstr.,E. Leykestr.,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Thomasstr.,Leinestr.,Nr. 179-185  (Friedhof),Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Jonasstr.,Thomasstr.,Nr. 176,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Jonasstr.,Thomasstr.,Nr. 178 E. Thomasstr.,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Schierker Str.,Warthestr.,Nr. 168 E. Schierke Str.,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Nogatstr.,Schierker Str.,Nr. 163  E. Nogartstr.,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Siegfriedstr.,Emser Str.,Nr. 160,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Hertastr.,Kranoldstr.,E. Hertastr.,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Hertastr.,Kranoldstr.,E. Kranoldstr.,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Hertastr.,Kranoldstr.,Nr. 148,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Glasower Str.,Hertastr.,E. Glasower Str.,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Kopfstr.,Kienitzer Str.,Nr. 201 E. Kopfstr.,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Biebricher Str.,Karlsgartenstr.,Nr. 233,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Karlsgartenstr.,Karl-Marx-Str.,Nr. 257,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Hasenheide,Karlsgartenstr.,E. Hasenheide,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Hasenheide,Karlsgartenstr.,Nr. 18,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Flughafenstr.,Biebricher Str.,E. Biebricher Str.,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Flughafenstr.,Biebricher Str.,Nr. 228 E. Flughafenstr.,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Boddinstr.,Selchower Str.,Nr. 42-43 E. Selchower Str.,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Mahlower Str.,Boddinstr.,E. Mahlower Str.,Berlin,52.485738,13.4242984
Neukölln,Neukölln,Hermannstr.,Flughafenstr.,Mahlower Str.,Nr. 36,Berlin,52.485738,13.4242984
